DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-33.437520231714416
LONGITUD,-70.62644086527894
ALTURA,591.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2009-06-30 10:00:00,27.87,5.36,21.99,0.52,26.72,2.80,23.92,7.83,11.05,0.84,0.00,1.00
2009-06-30 11:00:00,37.31,6.80,29.80,0.70,36.32,3.90,32.42,8.30,11.95,0.71,0.00,1.00
2009-06-30 12:00:00,42.72,7.62,34.29,0.81,41.84,4.54,37.30,8.48,12.96,0.99,0.00,1.00
2009-06-30 13:00:00,60.64,7.76,51.70,1.18,60.90,4.66,56.24,8.48,13.60,1.02,0.00,1.00
2009-06-30 14:00:00,54.95,7.24,46.65,1.06,55.00,4.26,50.74,8.33,13.21,1.32,0.00,1.00
2009-06-30 15:00:00,164.12,6.09,154.71,3.32,171.66,3.38,168.28,7.97,12.42,1.60,0.00,1.00
2009-06-30 16:00:00,23.68,4.35,18.88,0.44,22.64,2.10,20.54,7.17,11.54,1.69,0.00,1.00
2009-06-30 17:00:00,237.10,209.76,25.54,1.80,92.96,65.18,27.78,513.67,10.86,1.27,0.00,0.00
2009-06-30 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.17,1.23,1.00,0.00
2009-06-30 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.61,0.80,1.00,0.00
2009-06-30 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,0.78,1.00,0.00
2009-06-30 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.29,0.54,1.00,0.00
2009-06-30 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.24,0.22,1.00,0.00
2009-06-30 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.24,0.22,1.00,0.00
2005-07-01 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.11,1.38,1.00,0.00
2005-07-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.76,1.52,1.00,0.00
2005-07-01 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.47,1.53,1.00,0.00
2005-07-01 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.12,1.65,1.00,0.00
2005-07-01 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.69,1.25,1.00,0.00
2005-07-01 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.55,1.23,1.00,0.00
2005-07-01 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.86,1.08,1.00,0.00
2005-07-01 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.10,1.06,1.00,0.00
2005-07-01 08:00:00,6.59,0.00,6.45,0.14,7.02,0.00,7.02,0.00,7.52,0.81,1.00,0.00
2005-07-01 09:00:00,368.30,329.48,35.45,3.36,173.76,135.20,38.56,654.58,9.28,0.41,0.00,0.00
2005-07-01 10:00:00,127.25,5.32,119.37,2.57,132.62,2.78,129.84,7.76,12.10,0.54,0.00,1.00
2005-07-01 11:00:00,192.83,6.79,182.12,3.91,202.00,3.90,198.10,8.29,13.44,0.64,0.00,1.00
2005-07-01 12:00:00,835.01,761.78,63.10,10.13,523.34,454.70,68.64,848.13,15.01,1.04,0.00,0.00
2005-07-01 13:00:00,852.77,778.30,64.06,10.41,537.72,468.04,69.68,850.24,15.14,1.01,0.00,0.00
2005-07-01 14:00:00,797.84,727.03,61.23,9.58,494.98,428.38,66.60,835.63,14.87,1.08,0.00,0.00
2005-07-01 15:00:00,673.20,610.87,54.61,7.72,398.80,339.40,59.40,798.31,14.05,0.90,0.00,0.00
2005-07-01 16:00:00,486.42,437.71,43.69,5.02,259.20,211.68,47.52,719.90,12.79,0.75,0.00,0.00
2005-07-01 17:00:00,238.31,210.79,25.70,1.82,94.02,66.06,27.96,514.98,11.71,0.88,0.00,0.00
2005-07-01 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.74,0.91,1.00,0.00
2005-07-01 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.59,1.45,1.00,0.00
2005-07-01 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.26,1.47,1.00,0.00
2005-07-01 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,1.61,1.00,0.00
2005-07-01 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.10,1.80,1.00,0.00
2005-07-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.13,2.14,1.00,0.00
2005-07-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,1.70,1.00,0.00
2005-07-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.61,1.98,1.00,0.00
2005-07-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,2.21,1.00,0.00
2005-07-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.07,2.83,1.00,0.00
2005-07-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,2.45,1.00,0.00
2005-07-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.89,2.21,1.00,0.00
2005-07-02 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.77,1.87,1.00,0.00
2005-07-02 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.55,1.49,1.00,0.00
2005-07-02 08:00:00,0.81,0.00,0.79,0.02,0.86,0.00,0.86,0.00,9.71,1.42,1.00,1.00
2005-07-02 09:00:00,18.88,3.16,15.37,0.35,18.02,1.30,16.72,6.28,9.24,1.28,0.00,1.00
2005-07-02 10:00:00,69.19,5.16,62.66,1.37,70.86,2.70,68.16,7.53,10.64,1.95,0.00,1.00
2005-07-02 11:00:00,65.00,6.61,57.11,1.28,65.92,3.80,62.12,8.07,10.70,1.98,0.00,1.00
2005-07-02 12:00:00,74.55,7.46,65.62,1.47,75.84,4.46,71.38,8.31,11.64,1.81,0.00,1.00
2005-07-02 13:00:00,96.23,7.64,86.67,1.91,98.88,4.60,94.28,8.34,12.26,1.58,0.00,1.00
2005-07-02 14:00:00,39.94,7.15,32.03,0.76,39.06,4.22,34.84,8.21,12.45,1.67,0.00,1.00
2005-07-02 15:00:00,60.92,6.03,53.69,1.20,61.76,3.36,58.40,7.88,11.69,0.97,0.00,1.00
2005-07-02 16:00:00,41.22,4.33,36.09,0.80,41.36,2.10,39.26,7.11,10.85,0.74,0.00,1.00
2005-07-02 17:00:00,236.32,208.85,25.65,1.82,93.92,66.02,27.90,509.17,10.14,0.73,0.00,0.00
2005-07-02 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,0.64,1.00,0.00
2005-07-02 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.68,0.92,1.00,0.00
2005-07-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,0.67,1.00,0.00
2005-07-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.97,0.85,1.00,0.00
2005-07-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.40,0.65,1.00,0.00
2005-07-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.78,1.00,0.00
2005-07-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,0.86,1.00,0.00
2005-07-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,1.07,1.00,0.00
2005-07-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.59,0.85,1.00,0.00
2005-07-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30,0.65,1.00,0.00
2005-07-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.03,0.73,1.00,0.00
2005-07-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.48,0.61,1.00,0.00
2005-07-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,0.63,1.00,0.00
2005-07-03 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.69,1.00,0.00
2005-07-03 08:00:00,0.73,0.00,0.72,0.02,0.78,0.00,0.78,0.00,6.76,0.52,1.00,1.00
2005-07-03 09:00:00,15.15,3.30,11.58,0.27,13.96,1.36,12.60,6.56,8.10,0.28,0.00,1.00
2005-07-03 10:00:00,31.02,5.34,25.10,0.58,30.10,2.80,27.30,7.80,10.15,0.37,0.00,1.00
2005-07-03 11:00:00,48.02,6.81,40.29,0.92,47.74,3.92,43.82,8.30,10.87,0.61,0.00,1.00
2005-07-03 12:00:00,43.39,7.65,34.92,0.82,42.56,4.58,37.98,8.51,12.09,0.95,0.00,1.00
2005-07-03 13:00:00,61.54,7.83,52.51,1.20,61.84,4.72,57.12,8.54,12.32,1.08,0.00,1.00
2005-07-03 14:00:00,56.09,7.34,47.66,1.09,56.18,4.34,51.84,8.42,12.18,1.22,0.00,1.00
2005-07-03 15:00:00,162.37,6.16,152.92,3.29,169.78,3.44,166.34,8.04,11.65,0.95,0.00,1.00
2005-07-03 16:00:00,93.48,4.44,87.17,1.88,96.98,2.16,94.82,7.27,10.65,0.58,0.00,1.00
2005-07-03 17:00:00,29.41,2.20,26.64,0.57,29.68,0.70,28.98,5.34,9.60,0.04,0.00,1.00
2005-07-03 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.11,0.53,1.00,0.00
2005-07-03 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.73,0.53,1.00,0.00
2005-07-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,0.73,1.00,0.00
2005-07-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,0.55,1.00,0.00
2005-07-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,0.59,1.00,0.00
2005-07-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.03,0.46,1.00,0.00
2005-07-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.72,0.62,1.00,0.00
2005-07-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.53,0.69,1.00,0.00
2005-07-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,0.91,1.00,0.00
2005-07-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06,0.81,1.00,0.00
2005-07-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.63,0.91,1.00,0.00
2005-07-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.11,0.95,1.00,0.00
2005-07-04 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.35,0.92,1.00,0.00
2005-07-04 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.79,1.00,0.00
2005-07-04 08:00:00,3.12,0.00,3.05,0.06,3.32,0.00,3.32,0.00,6.84,0.57,1.00,1.00
2005-07-04 09:00:00,55.03,3.53,50.42,1.09,56.30,1.46,54.84,7.02,9.07,0.12,0.00,1.00
2005-07-04 10:00:00,103.97,5.63,96.25,2.08,107.66,2.96,104.70,8.22,11.13,0.58,0.00,1.00
2005-07-04 11:00:00,155.12,7.14,144.85,3.13,161.68,4.12,157.56,8.71,12.66,0.67,0.00,1.00
2005-07-04 12:00:00,880.40,804.75,64.94,10.71,553.12,482.48,70.64,894.79,14.57,0.91,0.00,0.00
2005-07-04 13:00:00,902.08,825.01,66.03,11.04,570.24,498.42,71.82,899.48,15.20,1.09,0.00,0.00
2005-07-04 14:00:00,848.62,775.16,63.23,10.22,527.92,459.14,68.78,888.63,15.33,1.10,0.00,0.00
2005-07-04 15:00:00,720.89,656.13,56.47,8.30,428.48,367.06,61.42,854.49,15.01,0.99,0.00,0.00
2005-07-04 16:00:00,528.08,477.29,45.32,5.47,282.58,233.28,49.30,781.40,13.09,0.84,0.00,0.00
2005-07-04 17:00:00,270.79,241.67,27.05,2.08,107.22,77.80,29.42,586.72,11.50,0.59,0.00,0.00
2005-07-04 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,0.77,1.00,0.00
2005-07-04 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,0.80,1.00,0.00
2005-07-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.63,0.87,1.00,0.00
2005-07-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.81,1.39,1.00,0.00
2005-07-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,1.53,1.00,0.00
2005-07-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.84,1.72,1.00,0.00
2005-07-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.55,1.61,1.00,0.00
2005-07-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,1.47,1.00,0.00
2005-07-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,1.45,1.00,0.00
2005-07-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.18,1.19,1.00,0.00
2005-07-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,1.42,1.00,0.00
2005-07-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,1.11,1.00,0.00
2005-07-05 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.48,1.02,1.00,0.00
2005-07-05 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.05,0.92,1.00,0.00
2005-07-05 08:00:00,2.85,0.00,2.79,0.06,3.04,0.00,3.04,0.00,7.50,0.99,1.00,1.00
2005-07-05 09:00:00,55.08,3.52,50.47,1.09,56.36,1.46,54.90,7.00,10.52,0.66,0.00,1.00
2005-07-05 10:00:00,88.45,5.62,81.07,1.76,91.14,2.96,88.18,8.20,11.94,0.49,0.00,1.00
2005-07-05 11:00:00,84.52,7.13,75.72,1.67,86.48,4.12,82.36,8.69,12.83,0.35,0.00,1.00
2005-07-05 12:00:00,108.09,7.99,97.95,2.16,111.34,4.80,106.54,8.88,16.62,0.46,0.00,1.00
2005-07-05 13:00:00,204.50,8.19,192.16,4.14,213.98,4.96,209.02,8.93,17.38,0.90,0.00,1.00
2005-07-05 14:00:00,183.59,7.68,172.19,3.71,191.86,4.56,187.30,8.80,17.14,1.86,0.00,1.00
2005-07-05 15:00:00,711.05,646.93,55.91,8.20,423.64,362.82,60.82,841.53,15.72,1.55,0.00,0.00
2005-07-05 16:00:00,518.32,468.12,44.81,5.39,278.44,229.70,48.74,765.14,13.66,1.19,0.00,0.00
2005-07-05 17:00:00,263.41,234.69,26.68,2.04,105.36,76.34,29.02,568.29,11.91,1.12,0.00,0.00
2005-07-05 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.93,1.16,1.00,0.00
2005-07-05 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.89,1.38,1.00,0.00
2005-07-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.99,1.35,1.00,0.00
2005-07-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.82,1.30,1.00,0.00
2005-07-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,1.44,1.00,0.00
2005-07-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,1.28,1.00,0.00
2005-07-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.74,1.41,1.00,0.00
2005-07-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.63,1.56,1.00,0.00
2005-07-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.63,1.67,1.00,0.00
2005-07-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.80,1.36,1.00,0.00
2005-07-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,1.35,1.00,0.00
2005-07-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,1.14,1.00,0.00
2005-07-06 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.58,1.15,1.00,0.00
2005-07-06 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,1.04,1.00,0.00
2005-07-06 08:00:00,1.93,0.00,1.89,0.04,2.06,0.00,2.06,0.00,8.69,1.21,1.00,1.00
2005-07-06 09:00:00,26.31,3.36,22.45,0.50,25.82,1.40,24.42,6.69,11.54,0.51,0.00,1.00
2005-07-06 10:00:00,51.14,5.38,44.77,1.00,51.54,2.84,48.70,7.85,14.45,0.06,0.00,1.00
2005-07-06 11:00:00,220.00,6.84,208.69,4.47,230.96,3.96,227.00,8.33,16.44,0.17,0.00,1.00
2005-07-06 12:00:00,840.84,767.21,63.36,10.27,530.60,461.68,68.92,852.04,18.84,0.49,0.00,0.00
2005-07-06 13:00:00,269.56,7.82,256.26,5.49,283.48,4.74,278.74,8.51,20.09,0.62,0.00,1.00
2005-07-06 14:00:00,803.04,731.81,61.50,9.72,502.14,435.24,66.90,837.29,20.65,0.78,0.00,0.00
2005-07-06 15:00:00,681.22,618.31,55.01,7.89,407.56,347.72,59.84,803.28,19.86,0.81,0.00,0.00
2005-07-06 16:00:00,96.97,4.47,90.55,1.95,100.70,2.20,98.50,7.29,17.80,0.46,0.00,1.00
2005-07-06 17:00:00,250.37,221.78,26.62,1.97,101.80,72.84,28.96,536.03,15.14,0.43,0.00,0.00
2005-07-06 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.59,0.24,1.00,0.00
2005-07-06 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.75,0.78,1.00,0.00
2005-07-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.38,1.37,1.00,0.00
2005-07-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,1.18,1.00,0.00
2005-07-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.66,1.33,1.00,0.00
2005-07-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92,0.99,1.00,0.00
2005-07-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.31,0.92,1.00,0.00
2005-07-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.92,1.16,1.00,0.00
2005-07-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,1.15,1.00,0.00
2005-07-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.09,1.33,1.00,0.00
2005-07-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.48,1.08,1.00,0.00
2005-07-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.05,1.28,1.00,0.00
2005-07-07 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,1.32,1.00,0.00
2005-07-07 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,1.19,1.00,0.00
2005-07-07 08:00:00,2.59,0.00,2.54,0.05,2.76,0.00,2.76,0.00,7.36,0.86,1.00,1.00
2005-07-07 09:00:00,43.70,3.34,39.49,0.86,44.36,1.40,42.96,6.66,8.89,0.37,0.00,1.00
2005-07-07 10:00:00,40.96,5.36,34.81,0.79,40.70,2.84,37.86,7.83,10.51,0.30,0.00,1.00
2005-07-07 11:00:00,57.93,6.82,49.98,1.13,58.32,3.96,54.36,8.31,11.09,0.49,0.00,1.00
2005-07-07 12:00:00,65.60,7.66,56.65,1.28,66.24,4.62,61.62,8.51,12.19,0.68,0.00,1.00
2005-07-07 13:00:00,67.76,7.83,58.60,1.33,68.50,4.76,63.74,8.52,12.01,0.85,0.00,1.00
2005-07-07 14:00:00,61.64,7.31,53.12,1.20,62.14,4.36,57.78,8.36,11.85,0.91,0.00,1.00
2005-07-07 15:00:00,131.55,6.17,122.73,2.65,136.98,3.48,133.50,8.01,11.45,0.51,0.00,1.00
2005-07-07 16:00:00,77.78,4.45,71.78,1.55,80.28,2.20,78.08,7.24,10.42,0.54,0.00,1.00
2005-07-07 17:00:00,26.07,2.23,23.33,0.51,26.12,0.74,25.38,5.38,9.17,0.44,0.00,1.00
2005-07-07 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.65,1.00,0.00
2005-07-07 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,0.76,1.00,0.00
2005-07-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.49,0.68,1.00,0.00
2005-07-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.79,0.77,1.00,0.00
2005-07-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.19,0.65,1.00,0.00
2005-07-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.42,0.49,1.00,0.00
2005-07-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57,0.32,1.00,0.00
2005-07-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.53,0.19,1.00,0.00
2005-07-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.49,0.44,1.00,0.00
2005-07-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.40,0.16,1.00,0.00
2005-07-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.72,0.45,1.00,0.00
2005-07-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,0.56,1.00,0.00
2005-07-08 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,0.78,1.00,0.00
2005-07-08 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,0.90,1.00,0.00
2005-07-08 08:00:00,7.34,0.00,7.19,0.15,7.82,0.00,7.82,0.00,7.28,1.02,1.00,0.00
2005-07-08 09:00:00,30.15,3.42,26.15,0.58,29.88,1.44,28.44,6.83,9.11,0.59,0.00,1.00
2005-07-08 10:00:00,61.74,5.50,55.03,1.22,62.78,2.92,59.86,8.02,11.99,0.58,0.00,1.00
2005-07-08 11:00:00,89.81,7.05,80.98,1.78,92.18,4.10,88.08,8.58,13.87,0.60,0.00,1.00
2005-07-08 12:00:00,865.55,790.45,64.50,10.60,547.76,477.60,70.16,876.68,16.59,0.68,0.00,0.00
2005-07-08 13:00:00,885.10,808.67,65.51,10.91,563.68,492.42,71.26,878.77,17.67,0.97,0.00,0.00
2005-07-08 14:00:00,830.42,757.63,62.70,10.08,520.92,452.72,68.20,864.97,18.18,1.07,0.00,0.00
2005-07-08 15:00:00,705.54,641.24,56.10,8.20,423.70,362.68,61.02,830.91,17.69,0.89,0.00,0.00
2005-07-08 16:00:00,516.36,465.74,45.19,5.43,280.64,231.48,49.16,757.64,15.03,0.48,0.00,0.00
2005-07-08 17:00:00,265.73,236.19,27.43,2.11,109.04,79.20,29.84,568.37,12.74,0.53,0.00,0.00
2005-07-08 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.49,1.14,1.00,0.00
2005-07-08 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,1.16,1.00,0.00
2005-07-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.95,1.33,1.00,0.00
2005-07-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,1.39,1.00,0.00
2005-07-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.49,1.58,1.00,0.00
2005-07-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,1.40,1.00,0.00
2005-07-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,1.43,1.00,0.00
2005-07-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,1.56,1.00,0.00
2005-07-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.39,1.52,1.00,0.00
2005-07-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.36,1.37,1.00,0.00
2005-07-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,1.44,1.00,0.00
2005-07-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.88,1.16,1.00,0.00
2005-07-09 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.53,1.32,1.00,0.00
2005-07-09 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.51,1.10,1.00,0.00
2005-07-09 08:00:00,7.43,0.00,7.28,0.15,7.92,0.00,7.92,0.00,7.74,1.24,1.00,0.00
2005-07-09 09:00:00,66.75,3.46,61.96,1.33,68.86,1.46,67.40,6.89,10.48,0.94,0.00,1.00
